Timestamp,Alert
2023-10-01 01:03:54,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.1F
2023-10-01 01:03:57,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.3F
2023-10-01 01:03:58,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.3F
2023-10-01 01:03:58,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.2F
2023-10-01 01:03:59,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.2F
2023-10-01 01:04:02,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.4F
2023-10-01 01:04:03,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.4F
2023-10-01 01:04:03,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.2F
2023-10-01 01:04:04,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.2F
2023-10-01 01:04:07,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.4F
2023-10-01 01:04:08,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.4F
2023-10-01 01:04:08,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.3F
2023-10-01 01:04:09,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.3F
2023-10-01 01:04:12,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.4F
2023-10-01 01:04:14,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.4F
2023-10-01 01:04:14,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.3F
2023-10-01 01:04:15,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.3F
2023-10-01 01:04:18,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.5F
2023-10-01 01:04:19,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.5F
2023-10-01 01:04:19,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.3F
2023-10-01 01:04:20,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.3F
2023-10-01 01:04:23,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.5F
2023-10-01 01:04:24,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.5F
2023-10-01 01:04:24,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.4F
2023-10-01 01:04:25,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.4F
2023-10-01 01:04:28,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.5F
2023-10-01 01:04:29,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.5F
2023-10-01 01:04:29,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.4F
2023-10-01 01:04:30,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.4F
2023-10-01 01:04:33,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.6F
2023-10-01 01:04:34,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.6F
2023-10-01 01:04:34,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.4F
2023-10-01 01:04:35,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.4F
2023-10-01 01:04:38,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.6F
2023-10-01 01:04:39,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.6F
2023-10-01 01:04:39,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.5F
2023-10-01 01:04:40,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.5F
2023-10-01 01:04:43,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.6F
2023-10-01 01:04:44,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.6F
2023-10-01 01:04:44,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.5F
2023-10-01 01:04:45,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.5F
2023-10-01 01:04:48,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.7F
2023-10-01 01:04:49,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.7F
2023-10-01 01:04:49,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.5F
2023-10-01 01:04:50,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.5F
2023-10-01 01:04:53,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.7F
2023-10-01 01:04:54,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.7F
2023-10-01 01:04:54,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:04:55,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:04:59,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.7F
2023-10-01 01:05:00,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.7F
2023-10-01 01:05:00,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:05:01,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:05:04,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.8F
2023-10-01 01:05:05,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.8F
2023-10-01 01:05:05,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:05:06,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:05:09,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.8F
2023-10-01 01:05:10,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.8F
2023-10-01 01:05:10,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:05:11,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.6F
2023-10-01 01:05:14,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.9F
2023-10-01 01:05:15,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.9F
2023-10-01 01:05:15,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:16,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:19,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.9F
2023-10-01 01:05:20,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.9F
2023-10-01 01:05:20,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:21,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:24,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.9F
2023-10-01 01:05:25,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 160.9F
2023-10-01 01:05:25,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:26,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:29,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 161.0F
2023-10-01 01:05:30,Food Stall Alert for Food A! Temperature changed less than 1F in 10 minutes. Current Temp: 161.0F
2023-10-01 01:05:30,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
2023-10-01 01:05:31,Food Stall Alert for Food B! Temperature changed less than 1F in 10 minutes. Current Temp: 152.7F
